short_name,yhat,t
1,4.501688774772542,2016-04-05T12:00:00Z
1,4.567916968519081,2016-04-05T12:15:00Z
1,4.636081161528217,2016-04-05T12:30:00Z
1,4.710855366150824,2016-04-05T12:45:00Z
1,4.7432728831337325,2016-04-05T13:00:00Z
1,4.820654037694791,2016-04-05T13:15:00Z
1,4.884317364312072,2016-04-05T13:30:00Z
1,4.944822125681396,2016-04-05T13:45:00Z
1,5.001713207713315,2016-04-05T14:00:00Z
1,5.049435772045127,2016-04-05T14:15:00Z
1,5.0932940112408565,2016-04-05T14:30:00Z
1,5.085227719453647,2016-04-05T14:45:00Z
1,5.113714478517005,2016-04-05T15:00:00Z
1,5.121448417473218,2016-04-05T15:15:00Z
1,5.120544343156806,2016-04-05T15:30:00Z
1,5.112239363564839,2016-04-05T15:45:00Z
1,5.092760602335149,2016-04-05T16:00:00Z
1,5.069234668644528,2016-04-05T16:15:00Z
1,4.995413979174616,2016-04-05T16:30:00Z
1,4.9615291412960865,2016-04-05T16:45:00Z
1,4.911919749854459,2016-04-05T17:00:00Z
1,4.86019373508795,2016-04-05T17:15:00Z
1,4.8088886307801,2016-04-05T17:30:00Z
1,4.755304480438317,2016-04-05T17:45:00Z
1,4.707385005702732,2016-04-05T18:00:00Z
1,4.61942290691075,2016-04-05T18:15:00Z
1,4.581899069963495,2016-04-05T18:30:00Z
1,4.539108372959772,2016-04-05T18:45:00Z
1,4.504322338084236,2016-04-06T07:30:00Z
1,4.479461870210616,2016-04-06T07:45:00Z
1,4.460949441039227,2016-04-06T08:00:00Z
1,4.455616763592153,2016-04-06T08:15:00Z
1,4.416443044405274,2016-04-06T08:30:00Z
1,4.432432624802206,2016-04-06T08:45:00Z
1,4.4462835898872655,2016-04-06T09:00:00Z
1,4.469596356287893,2016-04-06T09:15:00Z
1,4.502594161787684,2016-04-06T09:30:00Z
1,4.54002345155422,2016-04-06T09:45:00Z
1,4.587108835156936,2016-04-06T10:00:00Z
1,4.595336363890367,2016-04-06T10:15:00Z
1,4.652372673024599,2016-04-06T10:30:00Z
1,4.699770407966878,2016-04-06T10:45:00Z
1,4.748207925677719,2016-04-06T11:00:00Z
1,4.797234343409041,2016-04-06T11:15:00Z
1,4.841187270719982,2016-04-06T11:30:00Z
1,4.885157450555255,2016-04-06T11:45:00Z
1,4.880773832717862,2016-04-06T12:00:00Z
1,4.916116625777289,2016-04-06T12:15:00Z
1,4.933408974212902,2016-04-06T12:30:00Z
1,4.944235698545031,2016-04-06T12:45:00Z
1,4.949260821462815,2016-04-06T13:00:00Z
1,4.944112051400619,2016-04-06T13:15:00Z
1,4.935307444196228,2016-04-06T13:30:00Z
1,4.875998890621377,2016-04-06T13:45:00Z
1,4.855841196550234,2016-04-06T14:00:00Z
1,4.818638683569015,2016-04-06T14:15:00Z
1,4.777519051500633,2016-04-06T14:30:00Z
1,4.734607514282234,2016-04-06T14:45:00Z
1,4.686870616398435,2016-04-06T15:00:00Z
1,4.642006097954399,2016-04-06T15:15:00Z
1,4.554154482477213,2016-04-06T15:30:00Z
1,4.513742030224164,2016-04-06T15:45:00Z
1,4.465107685982275,2016-04-06T16:00:00Z
1,4.421664269887425,2016-04-06T16:15:00Z
1,4.385567222150667,2016-04-06T16:30:00Z
1,4.353560393440224,2016-04-06T16:45:00Z
1,4.332875117717617,2016-04-06T17:00:00Z
1,4.2769578999116105,2016-04-06T17:15:00Z
1,4.275335820709477,2016-04-06T17:30:00Z
1,4.271271565526979,2016-04-06T17:45:00Z
1,4.276957445518994,2016-04-06T18:00:00Z
1,4.293220709297085,2016-04-06T18:15:00Z
1,4.315408524299266,2016-04-06T18:30:00Z
1,4.349327684924845,2016-04-06T18:45:00Z
1,4.347013168811024,2016-04-06T19:00:00Z
1,4.396633437385008,2016-04-07T07:15:00Z
1,4.44018322237066,2016-04-07T07:30:00Z
1,4.488712075884368,2016-04-07T07:45:00Z
1,4.5420599997074,2016-04-07T08:00:00Z
1,4.594767685303543,2016-04-07T08:15:00Z
1,4.652035734364866,2016-04-07T08:30:00Z
1,4.66550647336001,2016-04-07T08:45:00Z
1,4.7231759436276315,2016-04-07T09:00:00Z
1,4.76708669540715,2016-04-07T09:15:00Z
1,4.808549753326312,2016-04-07T09:30:00Z
1,4.847867357736802,2016-04-07T09:45:00Z
1,4.880224490935021,2016-04-07T10:00:00Z
1,4.911624208292633,2016-04-07T10:15:00Z
1,4.894641189724276,2016-04-07T10:30:00Z
1,4.918302021183736,2016-04-07T10:45:00Z
1,4.925743859642193,2016-04-07T11:00:00Z
1,4.929400939039269,2016-04-07T11:15:00Z
1,4.930691642559081,2016-04-07T11:30:00Z
1,4.92587526759264,2016-04-07T11:45:00Z
1,4.921954582676229,2016-04-07T12:00:00Z
1,4.87239959995993,2016-04-07T12:15:00Z
1,4.867001979106412,2016-04-07T12:30:00Z
1,4.849512492834435,2016-04-07T12:45:00Z
1,4.832811635447583,2016-04-07T13:00:00Z
1,4.818586551966391,2016-04-07T13:15:00Z
1,4.803183681575097,2016-04-07T13:30:00Z
1,4.79351328950295,2016-04-07T13:45:00Z
1,4.742781191583658,2016-04-07T14:00:00Z
1,4.740356778303939,2016-04-07T14:15:00Z
1,4.729429279928408,2016-04-07T14:30:00Z
1,4.7222017016520415,2016-04-07T14:45:00Z
1,4.719594811093943,2016-04-07T15:00:00Z
1,4.7171296588557885,2016-04-07T15:15:00Z
1,4.720863804515215,2016-04-07T15:30:00Z
1,4.6831554934051844,2016-04-07T15:45:00Z
1,4.692563808403969,2016-04-07T16:00:00Z
1,4.691535666221197,2016-04-07T16:15:00Z
1,4.691628059405565,2016-04-07T16:30:00Z
1,4.693236975603156,2016-04-07T16:45:00Z
1,4.691500631161729,2016-04-07T17:00:00Z
1,4.692251481935693,2016-04-07T17:15:00Z
1,4.647790704081729,2016-04-07T17:30:00Z
1,4.646792791494164,2016-04-07T17:45:00Z
1,4.63199094941919,2016-04-07T18:00:00Z
1,4.615391690019209,2016-04-07T18:15:00Z
1,4.59799026129157,2016-04-07T18:30:00Z
1,4.575654936427541,2016-04-07T18:45:00Z
1,4.555055195424547,2016-04-08T08:00:00Z
1,4.4894082229220205,2016-04-08T08:15:00Z
1,4.468352240443155,2016-04-08T08:30:00Z
1,4.435598338137682,2016-04-08T08:45:00Z
1,4.404110281349248,2016-04-08T09:00:00Z
1,4.375785044163122,2016-04-08T09:15:00Z
1,4.34730323436774,2016-04-08T09:30:00Z
1,4.326025560223212,2016-04-08T09:45:00Z
1,4.26571082781619,2016-04-08T10:00:00Z
1,4.256364964546219,2016-04-08T10:15:00Z
1,4.24187359257719,2016-04-08T10:30:00Z
1,4.235168339829967,2016-04-08T10:45:00Z
1,4.237900182887715,2016-04-08T11:00:00Z
1,4.246289339820389,2016-04-08T11:15:00Z
1,4.26702801528604,2016-04-08T11:30:00Z
1,4.253011430041431,2016-04-08T11:45:00Z
1,4.293206364488022,2016-04-08T12:00:00Z
1,4.330309270502038,2016-04-08T12:15:00Z
1,4.375943477759665,2016-04-08T12:30:00Z
1,4.430367953517626,2016-04-08T12:45:00Z
1,4.488366147590723,2016-04-08T13:00:00Z
1,4.5551901156796895,2016-04-08T13:15:00Z
1,4.5823341529409625,2016-04-08T13:30:00Z
1,4.657445911065082,2016-04-08T13:45:00Z
1,4.722025777575405,2016-04-08T14:00:00Z
1,4.7866627867289555,2016-04-08T14:15:00Z
1,4.850778320522229,2016-04-08T14:30:00Z
1,4.908545023863047,2016-04-08T14:45:00Z
1,4.96485514610911,2016-04-08T15:00:00Z
1,4.971111717222222,2016-04-08T15:15:00Z
1,5.015149891658771,2016-04-08T15:30:00Z
1,5.03893880312529,2016-04-08T15:45:00Z
1,5.0538119837718645,2016-04-08T16:00:00Z
1,5.0601976192325715,2016-04-08T16:15:00Z
1,5.053516307477154,2016-04-08T16:30:00Z
1,5.040121004156598,2016-04-08T16:45:00Z
1,4.973053248647704,2016-04-08T17:00:00Z
1,4.941923887887013,2016-04-08T17:15:00Z
1,4.8905696997134385,2016-04-08T17:30:00Z
1,4.832235173836869,2016-04-08T17:45:00Z
1,4.769252039211327,2016-04-08T18:00:00Z
1,4.698885599264156,2016-04-08T18:15:00Z
1,4.629223988094966,2016-04-08T18:30:00Z
1,4.514885868632913,2016-04-08T18:45:00Z
1,4.446856172191508,2016-04-08T19:00:00Z
1,4.3701025792076384,2016-04-09T07:15:00Z
1,4.298723175362396,2016-04-09T07:30:00Z
1,4.2355988914352265,2016-04-09T07:45:00Z
1,4.178220621146231,2016-04-09T08:00:00Z
1,4.1345677509887215,2016-04-09T08:15:00Z
1,4.058814012731303,2016-04-09T08:30:00Z
1,4.041170403735963,2016-04-09T08:45:00Z
1,4.025517770639475,2016-04-09T09:00:00Z
1,4.024579137552372,2016-04-09T09:15:00Z
1,4.0396047934670385,2016-04-09T09:30:00Z
1,4.066239213932079,2016-04-09T09:45:00Z
1,4.110445527784115,2016-04-09T10:00:00Z
1,4.124262239835436,2016-04-09T10:15:00Z
1,4.195700610837397,2016-04-09T10:30:00Z
1,4.2664338391866545,2016-04-09T10:45:00Z
1,4.347026607128796,2016-04-09T11:00:00Z
1,4.436676462460682,2016-04-09T11:15:00Z
1,4.529134584690958,2016-04-09T11:30:00Z
1,4.628680180497472,2016-04-09T11:45:00Z
1,4.685921854565601,2016-04-09T12:00:00Z
1,4.787733131730119,2016-04-09T12:15:00Z
1,4.874972223383256,2016-04-09T12:30:00Z
1,4.9577337529481404,2016-04-09T12:45:00Z
1,5.035103291054651,2016-04-09T13:00:00Z
1,5.101081874284204,2016-04-09T13:15:00Z
1,5.160554633346245,2016-04-09T13:30:00Z
1,5.165077017588683,2016-04-09T13:45:00Z
1,5.202786188791711,2016-04-09T14:00:00Z
1,5.21608831965433,2016-04-09T14:15:00Z
1,5.2168703820042435,2016-04-09T14:30:00Z
1,5.206208349338549,2016-04-09T14:45:00Z
1,5.180240235536268,2016-04-09T15:00:00Z
1,5.146079482976765,2016-04-09T15:15:00Z
1,5.0575436752590255,2016-04-09T15:30:00Z
1,5.005007695384707,2016-04-09T15:45:00Z
1,4.9330336294559824,2016-04-09T16:00:00Z
1,4.855527538963891,2016-04-09T16:15:00Z
1,4.775396495201477,2016-04-09T16:30:00Z
1,4.690375656980435,2016-04-09T16:45:00Z
1,4.608902117264666,2016-04-09T17:00:00Z
1,4.485811526222133,2016-04-09T17:15:00Z
1,4.412167435770761,2016-04-09T17:30:00Z
1,4.332876259707414,2016-04-09T17:45:00Z
1,4.261838320784843,2016-04-09T18:00:00Z
1,4.201608472200013,2016-04-09T18:15:00Z
1,4.149235912774827,2016-04-09T18:30:00Z
1,4.112159509481231,2016-04-09T18:45:00Z
1,4.043933985508827,2016-04-10T07:30:00Z
1,4.034096051679745,2016-04-10T07:45:00Z
1,4.0258223154600135,2016-04-10T08:00:00Z
1,4.031128217222647,2016-04-10T08:15:00Z
1,4.0505801327588165,2016-04-10T08:30:00Z
1,4.079188824579738,2016-04-10T08:45:00Z
1,4.122359071438768,2016-04-10T09:00:00Z
1,4.131669344411037,2016-04-10T09:15:00Z
1,4.194789153668319,2016-04-10T09:30:00Z
1,4.253184523176874,2016-04-10T09:45:00Z
1,4.317359580710699,2016-04-10T10:00:00Z
1,4.386605289207285,2016-04-10T10:15:00Z
1,4.454922568445648,2016-04-10T10:30:00Z
1,4.526993907069825,2016-04-10T10:45:00Z
1,4.553976826877419,2016-04-10T11:00:00Z
1,4.623426552335962,2016-04-10T11:15:00Z
1,4.676998312154372,2016-04-10T11:30:00Z
1,4.725677469225569,2016-04-10T11:45:00Z
1,4.769508944974952,2016-04-10T12:00:00Z
1,4.803493843355689,2016-04-10T12:15:00Z
1,4.833528226153229,2016-04-10T12:30:00Z
1,4.812158422198378,2016-04-10T12:45:00Z
1,4.828461382192751,2016-04-10T13:00:00Z
1,4.8257017681228,2016-04-10T13:15:00Z
1,4.8165153017409095,2016-04-10T13:30:00Z
1,4.802591193418266,2016-04-10T13:45:00Z
1,4.780522899589393,2016-04-10T14:00:00Z
1,4.757703452501484,2016-04-10T14:15:00Z
1,4.688040949135127,2016-04-10T14:30:00Z
1,4.661803793586582,2016-04-10T14:45:00Z
1,4.623248312678097,2016-04-10T15:00:00Z
1,4.585779022952419,2016-04-10T15:15:00Z
1,4.551614926938529,2016-04-10T15:30:00Z
1,4.517631432449198,2016-04-10T15:45:00Z
1,4.491254265448175,2016-04-10T16:00:00Z
1,4.42618087032127,2016-04-10T16:15:00Z
1,4.41223858428476,2016-04-10T16:30:00Z
1,4.393031695239583,2016-04-10T16:45:00Z
1,4.381126965360776,2016-04-10T17:00:00Z
1,4.377750139879229,2016-04-10T17:15:00Z
1,4.378662041253423,2016-04-10T17:30:00Z
1,4.39008952176678,2016-04-10T17:45:00Z
1,4.364485600963677,2016-04-10T18:00:00Z
1,4.390426873068939,2016-04-10T18:15:00Z
1,4.410299094431192,2016-04-10T18:30:00Z
1,4.435519372377342,2016-04-10T18:45:00Z
1,4.46626638700539,2016-04-11T07:15:00Z
1,4.497386263224618,2016-04-11T07:30:00Z
1,4.534348516889455,2016-04-11T07:45:00Z
1,4.529025710298291,2016-04-11T08:00:00Z
1,4.56960438848764,2016-04-11T08:15:00Z
1,4.59827788391547,2016-04-11T08:30:00Z
1,4.626469287666921,2016-04-11T08:45:00Z
1,4.654556096455671,2016-04-11T09:00:00Z
1,4.677764427150483,2016-04-11T09:15:00Z
1,4.70210768348094,2016-04-11T09:30:00Z
1,4.680143941471799,2016-04-11T09:45:00Z
1,4.7008604057836285,2016-04-11T10:00:00Z
1,4.70733642930874,2016-04-11T10:15:00Z
1,4.711934393845306,2016-04-11T10:30:00Z
1,4.715991023904459,2016-04-11T10:45:00Z
1,4.715678117702964,2016-04-11T11:00:00Z
1,4.717908667541388,2016-04-11T11:15:00Z
1,4.6760636849481,2016-04-11T11:30:00Z
1,4.67984906027512,2016-04-11T11:45:00Z
1,4.6729348250521685,2016-04-11T12:00:00Z
1,4.6681268623816585,2016-04-11T12:15:00Z
1,4.667044233519945,2016-04-11T12:30:00Z
1,4.6659715313459,2016-04-11T12:45:00Z
1,4.67176247736172,2016-04-11T13:00:00Z
1,4.637570132784834,2016-04-11T13:15:00Z
1,4.65271291817294,2016-04-11T13:30:00Z
1,4.660328488995823,2016-04-11T13:45:00Z
1,4.6725650164106405,2016-04-11T14:00:00Z
1,4.690282386219648,2016-04-11T14:15:00Z
1,4.70893193328598,2016-04-11T14:30:00Z
1,4.734490021573992,2016-04-11T14:45:00Z
1,4.7192198495276605,2016-04-11T15:00:00Z
1,4.751569631350694,2016-04-11T15:15:00Z
1,4.773858137646386,2016-04-11T15:30:00Z
1,4.797496094290571,2016-04-11T15:45:00Z
1,4.822714948897961,2016-04-11T16:00:00Z
1,4.844470697141532,2016-04-11T16:15:00Z
1,4.868397262072936,2016-04-11T16:30:00Z
1,4.846583123252047,2016-04-11T16:45:00Z
1,4.867478819449973,2016-04-11T17:00:00Z
1,4.873585954893285,2016-04-11T17:15:00Z
1,4.876676039604565,2016-04-11T17:30:00Z
1,4.8775106962151,2016-04-11T17:45:00Z
1,4.871731140100813,2016-04-11T18:00:00Z
1,4.865791826470189,2016-04-11T18:15:00Z
1,4.81271253611784,2016-04-11T18:30:00Z
1,4.801957256024281,2016-04-11T18:45:00Z
1,4.777091352853805,2016-04-11T19:00:00Z
1,4.750966347502018,2016-04-12T07:15:00Z
1,4.725404880542472,2016-04-12T07:30:00Z
1,4.697054880489731,2016-04-12T07:45:00Z
1,4.673288947277963,2016-04-12T08:00:00Z
1,4.607924320603837,2016-04-12T08:15:00Z
1,4.591072832340036,2016-04-12T08:30:00Z
1,4.566773296569384,2016-04-12T08:45:00Z
1,4.548156483214747,2016-04-12T09:00:00Z
1,4.537115958533833,2016-04-12T09:15:00Z
1,4.5301543308793955,2016-04-12T09:30:00Z
1,4.534281256099934,2016-04-12T09:45:00Z
1,4.502738717585371,2016-04-12T10:00:00Z
1,4.524862922699893,2016-04-12T10:15:00Z
1,4.543735008727823,2016-04-12T10:30:00Z
1,4.571370246971236,2016-04-12T10:45:00Z
1,4.608418386004386,2016-04-12T11:00:00Z
1,4.6500438629881815,2016-04-12T11:15:00Z
1,4.701861283497312,2016-04-12T11:30:00Z
1,4.715700613886684,2016-04-12T11:45:00Z
1,4.779510270920756,2016-04-12T12:00:00Z
1,4.835049092622622,2016-04-12T12:15:00Z
1,4.893115653300386,2016-04-12T12:30:00Z
1,4.953286357987837,2016-04-12T12:45:00Z
1,5.009829895438301,2016-04-12T13:00:00Z
1,5.06767239104019,2016-04-12T13:15:00Z
1,5.078186767522112,2016-04-12T13:30:00Z
1,5.129113713754106,2016-04-12T13:45:00Z
1,5.162264637466474,2016-04-12T14:00:00Z
1,5.188754652465291,2016-04-12T14:15:00Z
1,5.20873683282014,2016-04-12T14:30:00Z
1,5.217305327754474,2016-04-12T14:45:00Z
1,5.220441911969439,2016-04-12T15:00:00Z
1,5.1707799263655785,2016-04-12T15:15:00Z
1,5.157493658978861,2016-04-12T15:30:00Z
1,5.12396437651201,2016-04-12T15:45:00Z
1,5.082972053780389,2016-04-12T16:00:00Z
1,5.036385164686137,2016-04-12T16:15:00Z
1,4.981017362122612,2016-04-12T16:30:00Z
1,4.924526922685264,2016-04-12T16:45:00Z
1,4.821134242536672,2016-04-12T17:00:00Z
1,4.76146675754564,2016-04-12T17:15:00Z
1,4.690183774986714,2016-04-12T17:30:00Z
1,4.62113145747087,2016-04-12T17:45:00Z
1,4.5570013975665455,2016-04-12T18:00:00Z
1,4.4951625351849795,2016-04-12T18:15:00Z
1,4.443543040599904,2016-04-12T18:30:00Z
