时间,辐照度,风速,风向,温度,压强,湿度,实发辐照度,实际功率
2017-08-02 20:45:00.000,-0.993890020366599,0.15702479338843,122,0.754166666666667,-0.357142857142857,0.0869565217391304,0.0,-0.113667
2017-08-02 21:00:00.000,-0.9979633401222,0.206611570247934,120,0.741666666666667,-0.357142857142857,0.108695652173913,0.0,-0.108333
2017-08-02 21:15:00.000,-1.0,0.223140495867769,119,0.729166666666667,-0.357142857142857,0.130434782608696,0.0,-0.110667
2017-08-02 21:30:00.000,-1.0,0.239669421487603,118,0.716666666666667,-0.357142857142857,0.152173913043478,0.0,-0.106333
2017-08-02 21:45:00.000,-1.0,0.256198347107438,116,0.708333333333333,-0.357142857142857,0.173913043478261,0.0,-0.084333
2017-08-02 22:00:00.000,-1.0,0.272727272727273,114,0.7,-0.357142857142857,0.195652173913043,0.0,-0.083667
2017-08-02 22:15:00.000,-1.0,0.256198347107438,113,0.6875,-0.357142857142857,0.217391304347826,0.0,-0.087333
2017-08-02 22:30:00.000,-1.0,0.239669421487603,111,0.679166666666667,-0.357142857142857,0.239130434782609,0.0,-0.086
2017-08-02 22:45:00.000,-1.0,0.206611570247934,110,0.670833333333333,-0.285714285714286,0.260869565217391,0.0,-0.084667
2017-08-02 23:00:00.000,-1.0,0.206611570247934,108,0.6625,-0.285714285714286,0.282608695652174,0.0,-0.081667
2017-08-02 23:15:00.000,-1.0,0.190082644628099,108,0.658333333333333,-0.285714285714286,0.304347826086957,0.0,-0.082
2017-08-02 23:30:00.000,-1.0,0.173553719008264,108,0.65,-0.214285714285714,0.326086956521739,0.0,-0.081333
2017-08-02 23:45:00.000,-1.0,0.140495867768595,108,0.641666666666667,-0.214285714285714,0.347826086956522,0.0,-0.082667
2017-08-03 00:00:00.000,-1.0,0.0743801652892562,112,0.620833333333333,-0.285714285714286,0.304347826086957,0.0,-0.079333
2017-08-03 00:15:00.000,-1.0,0.0413223140495869,111,0.6125,-0.285714285714286,0.326086956521739,0.0,-0.079
2017-08-03 00:30:00.000,-1.0,0.0247933884297522,111,0.608333333333333,-0.214285714285714,0.326086956521739,0.0,-0.076333
2017-08-03 00:45:00.000,-1.0,-0.00826446280991733,111,0.6,-0.214285714285714,0.347826086956522,0.0,-0.079
2017-08-03 01:00:00.000,-1.0,-0.024793388429752,112,0.591666666666667,-0.214285714285714,0.369565217391304,0.0,-0.079
2017-08-03 01:15:00.000,-1.0,-0.0578512396694214,112,0.583333333333333,-0.214285714285714,0.391304347826087,0.0,-0.091
2017-08-03 01:30:00.000,-1.0,-0.0909090909090908,111,0.575,-0.214285714285714,0.41304347826087,0.0,-0.093333
2017-08-03 01:45:00.000,-1.0,-0.12396694214876,112,0.570833333333333,-0.214285714285714,0.41304347826087,0.0,-0.096333
2017-08-03 02:00:00.000,-1.0,-0.15702479338843,112,0.5625,-0.214285714285714,0.434782608695652,0.0,-0.108333
2017-08-03 02:15:00.000,-1.0,-0.206611570247934,112,0.554166666666667,-0.214285714285714,0.456521739130435,0.0,-0.115667
2017-08-03 02:30:00.000,-1.0,-0.256198347107438,112,0.55,-0.214285714285714,0.456521739130435,0.0,-0.121333
2017-08-03 02:45:00.000,-1.0,-0.305785123966942,111,0.541666666666667,-0.214285714285714,0.456521739130435,0.0,-0.119
2017-08-03 03:00:00.000,-1.0,-0.355371900826446,111,0.533333333333333,-0.214285714285714,0.478260869565217,0.0,-0.12
2017-08-03 03:15:00.000,-1.0,-0.421487603305785,110,0.529166666666667,-0.214285714285714,0.478260869565217,0.0,-0.120333
2017-08-03 03:30:00.000,-1.0,-0.487603305785124,111,0.525,-0.214285714285714,0.478260869565217,0.0,-0.118667
2017-08-03 03:45:00.000,-1.0,-0.537190082644628,109,0.516666666666667,-0.214285714285714,0.478260869565217,0.0,-0.115333
2017-08-03 04:00:00.000,-1.0,-0.603305785123967,107,0.5125,-0.285714285714286,0.478260869565217,0.0,-0.115
2017-08-03 04:15:00.000,-1.0,-0.652892561983471,107,0.508333333333333,-0.285714285714286,0.478260869565217,0.0,-0.115667
2017-08-03 04:30:00.000,-1.0,-0.702479338842975,106,0.508333333333333,-0.285714285714286,0.478260869565217,0.0,-0.117333
2017-08-03 04:45:00.000,-1.0,-0.785123966942149,103,0.504166666666667,-0.285714285714286,0.456521739130435,0.0,-0.118667
2017-08-03 05:00:00.000,-1.0,-0.834710743801653,101,0.504166666666667,-0.285714285714286,0.456521739130435,0.0,-0.116333
2017-08-03 05:15:00.000,-1.0,-0.884297520661157,98,0.508333333333333,-0.285714285714286,0.456521739130435,0.0,-0.116333
2017-08-03 05:30:00.000,-1.0,-0.917355371900827,90,0.5125,-0.285714285714286,0.456521739130435,0.0,-0.115667
2017-08-03 05:45:00.000,-1.0,-0.966942148760331,90,0.516666666666667,-0.285714285714286,0.434782608695652,0.0,-0.115667
2017-08-03 06:00:00.000,-1.0,-1.0,0,0.520833333333333,-0.285714285714286,0.41304347826087,0.0,-0.122667
2017-08-03 06:15:00.000,-0.979633401221996,-0.983471074380165,270,0.525,-0.285714285714286,0.41304347826087,2.86667,0.02
2017-08-03 06:30:00.000,-0.940936863543788,-0.966942148760331,270,0.5375,-0.214285714285714,0.391304347826087,15.8667,0.393667
2017-08-03 06:45:00.000,-0.904276985743381,-0.950413223140496,270,0.55,-0.214285714285714,0.369565217391304,22.6667,0.593333
2017-08-03 07:00:00.000,-0.865580448065173,-0.933884297520661,270,0.558333333333333,-0.214285714285714,0.369565217391304,32.2667,0.915333
2017-08-03 07:15:00.000,-0.806517311608961,-0.933884297520661,270,0.570833333333333,-0.214285714285714,0.347826086956522,75.0,1.39467
2017-08-03 07:30:00.000,-0.729124236252546,-0.933884297520661,256,0.583333333333333,-0.214285714285714,0.326086956521739,121.667,2.263
2017-08-03 07:45:00.000,-0.65173116089613,-0.933884297520661,243,0.595833333333333,-0.214285714285714,0.304347826086957,164.267,3.637
2017-08-03 08:00:00.000,-0.572301425661915,-0.933884297520661,225,0.6125,-0.214285714285714,0.282608695652174,211.533,5.525
2017-08-03 08:15:00.000,-0.478615071283096,-0.900826446280992,211,0.625,-0.214285714285714,0.260869565217391,262.267,7.75367
2017-08-03 08:30:00.000,-0.372708757637475,-0.884297520661157,188,0.641666666666667,-0.214285714285714,0.239130434782609,314.2,10.1583
2017-08-03 08:45:00.000,-0.264765784114053,-0.851239669421488,180,0.658333333333333,-0.214285714285714,0.217391304347826,366.4,12.533
2017-08-03 09:00:00.000,-0.156822810590631,-0.801652892561984,175,0.675,-0.214285714285714,0.195652173913043,420.0,14.8953
2017-08-03 09:15:00.000,-0.0610997963340123,-0.752066115702479,172,0.691666666666667,-0.214285714285714,0.173913043478261,470.2,17.1057
2017-08-03 09:30:00.000,0.0224032586558043,-0.71900826446281,167,0.708333333333333,-0.214285714285714,0.152173913043478,520.867,19.1747
2017-08-03 09:45:00.000,0.105906313645621,-0.652892561983471,161,0.720833333333333,-0.214285714285714,0.152173913043478,566.0,20.986
2017-08-03 10:00:00.000,0.189409368635438,-0.586776859504132,159,0.7375,-0.214285714285714,0.130434782608696,613.333,22.739
2017-08-03 10:15:00.000,0.264765784114053,-0.553719008264463,156,0.754166666666667,-0.214285714285714,0.108695652173913,664.733,24.5037
2017-08-03 10:30:00.000,0.331975560081466,-0.504132231404959,154,0.766666666666667,-0.214285714285714,0.0869565217391304,705.4,25.9963
2017-08-03 10:45:00.000,0.39918533604888,-0.454545454545455,153,0.779166666666667,-0.214285714285714,0.0652173913043479,741.333,27.3453
2017-08-03 11:00:00.000,0.468431771894094,-0.421487603305785,151,0.795833333333333,-0.285714285714286,0.0652173913043479,781.733,28.592
2017-08-03 11:15:00.000,0.525458248472505,-0.388429752066116,149,0.804166666666667,-0.285714285714286,0.0434782608695652,818.333,30.023
2017-08-03 11:30:00.000,0.570264765784114,-0.371900826446281,148,0.8125,-0.285714285714286,0.0434782608695652,843.333,31.2697
2017-08-03 11:45:00.000,0.615071283095723,-0.338842975206612,146,0.816666666666667,-0.357142857142857,0.0217391304347825,865.533,32.1377
2017-08-03 12:00:00.000,0.661914460285132,-0.338842975206612,145,0.825,-0.357142857142857,0.0217391304347825,886.267,32.892
2017-08-03 12:15:00.000,0.694501018329939,-0.322314049586777,144,0.833333333333333,-0.357142857142857,0.0217391304347825,898.467,33.3677
2017-08-03 12:30:00.000,0.716904276985743,-0.322314049586777,143,0.8375,-0.357142857142857,0.0217391304347825,911.267,33.843
2017-08-03 12:45:00.000,0.737270875763747,-0.322314049586777,142,0.8375,-0.357142857142857,0.0217391304347825,915.933,34.0393
2017-08-03 13:00:00.000,0.757637474541751,-0.322314049586777,141,0.841666666666667,-0.357142857142857,0.0217391304347825,915.8,34.1847
2017-08-03 13:15:00.000,0.743380855397149,-0.305785123966942,140,0.841666666666667,-0.357142857142857,0.0217391304347825,935.667,34.4167
2017-08-03 13:30:00.000,0.694501018329939,-0.305785123966942,140,0.845833333333333,-0.357142857142857,0.0217391304347825,785.467,29.5933
2017-08-03 13:45:00.000,0.645621181262729,-0.305785123966942,140,0.845833333333333,-0.357142857142857,0.0217391304347825,829.333,30.908
2017-08-03 14:00:00.000,0.594704684317719,-0.305785123966942,138,0.845833333333333,-0.428571428571429,0.0217391304347825,383.333,26.9967
2017-08-03 14:15:00.000,0.535641547861507,-0.289256198347108,138,0.845833333333333,-0.428571428571429,0.0217391304347825,601.533,25.3273
